Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,Sub_metering_remainder
2007-07-24,825.284,112.810,235.363,2.551,0.000,1607.000,5599.000,78.050,12.667,5.167,3.500,0.000,6548.733
2007-07-25,472.560,108.234,235.641,1.479,0.000,151.000,2333.000,78.050,12.667,5.167,3.500,0.000,5392.000
2007-07-26,924.500,115.092,234.944,2.838,975.000,3633.000,4346.000,78.050,12.667,5.167,3.500,0.000,6454.333
2007-07-27,1202.514,120.456,235.554,3.623,1837.000,49.000,7157.000,78.050,12.667,5.167,3.500,0.000,10998.900
2007-07-28,1621.862,178.730,235.507,4.942,907.000,10265.000,6559.000,78.050,12.667,5.167,3.500,0.000,9300.033
2007-07-29,321.116,118.576,235.712,1.033,0.000,0.000,1288.000,78.050,12.667,5.167,3.500,0.000,4063.933
2007-07-30,466.816,129.492,235.530,1.467,0.000,0.000,2528.000,78.050,12.667,5.167,3.500,0.000,5252.267
2007-07-31,812.332,145.786,234.915,2.502,3277.000,0.000,3575.000,78.050,12.667,5.167,3.500,0.000,6686.867
2007-08-01,1060.338,142.556,235.009,3.253,1583.000,0.000,9812.000,144.960,13.800,7.200,4.400,0.000,6277.300
2007-08-02,1019.416,144.954,234.857,3.087,482.000,0.000,6869.000,144.960,13.800,7.200,4.400,0.000,9639.267
2007-08-03,1063.364,125.388,234.486,3.207,958.000,0.000,9139.000,144.960,13.800,7.200,4.400,0.000,7625.733
2007-08-04,1144.990,139.226,235.257,3.452,552.000,398.000,7966.000,144.960,13.800,7.200,4.400,0.000,10167.167
2007-08-05,787.098,151.254,235.115,2.437,169.000,0.000,6647.000,144.960,13.800,7.200,4.400,0.000,6302.300
2007-08-06,1089.720,154.434,234.703,3.317,1096.000,0.000,7985.000,144.960,13.800,7.200,4.400,0.000,9081.000
2007-08-07,1483.580,131.182,234.554,4.426,437.000,2168.000,9042.000,144.960,13.800,7.200,4.400,0.000,13079.333
2007-08-08,1125.482,119.096,234.512,3.381,1055.000,1111.000,9660.000,144.960,13.800,7.200,4.400,0.000,6932.033
2007-08-09,1071.680,109.474,234.214,3.272,182.000,4515.000,6646.000,144.960,13.800,7.200,4.400,0.000,6518.333
2007-08-10,1028.010,117.656,234.489,3.130,336.000,2651.000,8287.000,144.960,13.800,7.200,4.400,0.000,5859.500
2007-08-11,1091.650,115.770,234.980,3.286,1180.000,910.000,10339.000,144.960,13.800,7.200,4.400,0.000,5765.167
2007-08-12,1241.904,127.776,235.665,3.743,1123.000,1156.000,8582.000,144.960,13.800,7.200,4.400,0.000,9837.400
2007-08-13,1153.012,130.940,235.217,3.449,93.000,476.000,11101.000,144.960,13.800,7.200,4.400,0.000,7546.867
2007-08-14,941.190,132.010,237.076,2.854,951.000,685.000,6256.000,144.960,13.800,7.200,4.400,0.000,7794.500
2007-08-15,1191.860,159.764,239.993,3.542,338.000,508.000,9787.000,144.960,13.800,7.200,4.400,0.000,9231.333
2007-08-16,958.496,131.532,239.738,2.844,962.000,0.000,7476.000,144.960,13.800,7.200,4.400,0.000,7536.933
2007-08-17,1009.892,127.388,240.494,2.982,244.000,0.000,7769.000,144.960,13.800,7.200,4.400,0.000,8818.533
2007-08-18,347.960,119.240,241.280,1.079,0.000,0.000,1830.000,144.960,13.800,7.200,4.400,0.000,3969.333
2007-08-19,1422.294,160.018,239.954,4.262,1025.000,8912.000,5989.000,144.960,13.800,7.200,4.400,0.000,7778.900
2007-08-20,1338.842,155.880,241.301,3.963,1032.000,6965.000,7383.000,144.960,13.800,7.200,4.400,0.000,6934.033
2007-08-21,642.556,157.308,240.573,1.961,0.000,38.000,3296.000,144.960,13.800,7.200,4.400,0.000,7375.267
2007-08-22,1209.808,154.288,240.817,3.571,3048.000,1836.000,7241.000,144.960,13.800,7.200,4.400,0.000,8038.467
2007-08-23,1112.312,157.954,240.647,3.330,2502.000,259.000,5342.000,144.960,13.800,7.200,4.400,0.000,10435.533
2007-08-24,1656.214,262.692,240.495,4.939,1891.000,3782.000,9944.000,144.960,13.800,7.200,4.400,0.000,11986.567
2007-08-25,1150.880,272.548,239.860,3.554,4149.000,2191.000,5678.000,144.960,13.800,7.200,4.400,0.000,7163.333
2007-08-26,1314.906,299.388,239.951,4.013,1541.000,3645.000,5658.000,144.960,13.800,7.200,4.400,0.000,11071.100
2007-08-27,1211.730,299.084,239.924,3.691,2305.000,1229.000,6344.000,144.960,13.800,7.200,4.400,0.000,10317.500
2007-08-28,997.004,181.114,239.550,2.996,1038.000,2468.000,5483.000,144.960,13.800,7.200,4.400,0.000,7627.733
2007-08-29,747.992,175.426,240.745,2.280,957.000,562.000,4932.000,144.960,13.800,7.200,4.400,0.000,6015.533
2007-08-30,1202.458,191.048,240.573,3.604,3822.000,2580.000,4221.000,144.960,13.800,7.200,4.400,0.000,9417.967
2007-08-31,1279.822,187.256,239.986,3.788,1200.000,666.000,8738.000,144.960,13.800,7.200,4.400,0.000,10726.367
2007-09-01,1701.486,289.846,239.356,5.065,2497.000,569.000,9733.000,18.300,4.667,1.333,0.000,0.000,15559.100
2007-09-02,1662.468,231.598,240.045,5.017,3613.000,1617.000,8806.000,18.300,4.667,1.333,0.000,0.000,13671.800
2007-09-03,1038.922,188.422,239.620,3.131,621.000,2515.000,5323.000,18.300,4.667,1.333,0.000,0.000,8856.367
2007-09-04,1584.944,179.626,239.660,4.756,2928.000,3501.000,9821.000,18.300,4.667,1.333,0.000,0.000,10165.733
2007-09-05,1236.572,148.864,239.148,3.698,0.000,4144.000,6705.000,18.300,4.667,1.333,0.000,0.000,9760.533
2007-09-06,901.474,172.026,239.340,2.752,0.000,3888.000,3461.000,18.300,4.667,1.333,0.000,0.000,7675.567
2007-09-07,1336.496,181.738,239.032,4.007,3632.000,551.000,9388.000,18.300,4.667,1.333,0.000,0.000,8703.933
2007-09-08,1469.752,186.330,239.730,4.392,3339.000,1801.000,9164.000,18.300,4.667,1.333,0.000,0.000,10191.867
2007-09-09,1679.502,209.152,238.922,5.054,2184.000,4438.000,9233.000,18.300,4.667,1.333,0.000,0.000,12136.700
2007-09-10,1117.376,177.498,239.389,3.364,935.000,595.000,5613.000,18.300,4.667,1.333,0.000,0.000,11479.933
2007-09-11,983.572,151.764,240.072,2.952,943.000,550.000,5792.000,18.300,4.667,1.333,0.000,0.000,9107.867
2007-09-12,1287.764,171.794,240.015,3.860,0.000,3217.000,7755.000,18.300,4.667,1.333,0.000,0.000,10490.733
2007-09-13,1146.382,165.958,239.310,3.464,1175.000,2523.000,3853.000,18.300,4.667,1.333,0.000,0.000,11555.367
2007-09-14,1135.470,183.126,239.302,3.445,901.000,676.000,5804.000,18.300,4.667,1.333,0.000,0.000,11543.500
2007-09-15,1095.312,184.466,240.002,3.278,0.000,1449.000,6464.000,18.300,4.667,1.333,0.000,0.000,10342.200
2007-09-16,1652.224,192.352,239.560,4.966,3118.000,3064.000,9310.000,18.300,4.667,1.333,0.000,0.000,12045.067
2007-09-17,1461.186,202.314,239.215,4.413,6651.000,926.000,6279.000,18.300,4.667,1.333,0.000,0.000,10497.100
2007-09-18,1167.520,147.132,238.261,3.513,1888.000,2029.000,5425.000,18.300,4.667,1.333,0.000,0.000,10116.667
2007-09-19,1298.684,151.794,240.305,3.883,0.000,2743.000,7937.000,18.300,4.667,1.333,0.000,0.000,10964.733
2007-09-20,1255.532,132.908,239.715,3.721,1056.000,489.000,9996.000,18.300,4.667,1.333,0.000,0.000,9384.533
2007-09-21,1238.780,152.834,239.381,3.733,3130.000,2745.000,6316.000,18.300,4.667,1.333,0.000,0.000,8455.333
2007-09-22,1176.172,183.432,239.483,3.515,944.000,1311.000,7688.000,18.300,4.667,1.333,0.000,0.000,9659.867
2007-09-23,1417.970,242.974,239.500,4.280,2831.000,1929.000,7382.000,18.300,4.667,1.333,0.000,0.000,11490.833
2007-09-24,1354.530,197.624,238.601,4.079,929.000,3935.000,7955.000,18.300,4.667,1.333,0.000,0.000,9756.500
2007-09-25,1764.342,130.078,238.100,5.206,916.000,2253.000,9820.000,18.300,4.667,1.333,0.000,0.000,16416.700
2007-09-26,1822.264,168.628,239.425,5.377,1058.000,9415.000,5661.000,18.300,4.667,1.333,0.000,0.000,14237.067
2007-09-27,1392.600,150.710,239.567,4.078,1066.000,643.000,7324.000,18.300,4.667,1.333,0.000,0.000,14177.000
2007-09-28,1680.498,222.718,239.462,4.994,996.000,3722.000,9952.000,18.300,4.667,1.333,0.000,0.000,13338.300
2007-09-29,2296.522,182.122,239.140,6.793,4085.000,7457.000,8190.000,18.300,4.667,1.333,0.000,0.000,18543.367
2007-09-30,1516.290,163.588,240.065,4.452,1405.000,582.000,10225.000,18.300,4.667,1.333,0.000,0.000,13059.500
2007-10-01,1720.922,146.734,239.240,5.074,1507.000,6622.000,5960.000,59.880,4.600,3.600,2.400,0.400,14593.033
2007-10-02,2198.864,161.828,238.494,6.474,508.000,8022.000,12815.000,59.880,4.600,3.600,2.400,0.400,15302.733
2007-10-03,1280.454,157.738,239.261,3.800,979.000,5024.000,3692.000,59.880,4.600,3.600,2.400,0.400,11645.900
2007-10-04,1518.458,138.448,239.205,4.455,2400.000,444.000,9710.000,59.880,4.600,3.600,2.400,0.400,12753.633
2007-10-05,1394.092,150.636,238.827,4.090,0.000,351.000,9425.000,59.880,4.600,3.600,2.400,0.400,13458.867
2007-10-06,1756.240,186.192,238.381,5.168,4840.000,347.000,9666.000,59.880,4.600,3.600,2.400,0.400,14417.667
2007-10-07,2106.114,153.178,238.826,6.208,2498.000,8255.000,10886.000,59.880,4.600,3.600,2.400,0.400,13462.900
2007-10-08,1095.242,121.896,239.097,3.231,0.000,420.000,5082.000,59.880,4.600,3.600,2.400,0.400,12752.033
2007-10-09,1687.858,159.802,238.879,4.982,2034.000,2147.000,9290.000,59.880,4.600,3.600,2.400,0.400,14659.967
2007-10-10,1166.972,132.752,239.421,3.489,1863.000,2117.000,3345.000,59.880,4.600,3.600,2.400,0.400,12124.533
2007-10-11,1732.446,153.108,238.444,5.109,2630.000,414.000,7806.000,59.880,4.600,3.600,2.400,0.400,18024.100
2007-10-12,1914.504,137.984,238.481,5.667,1020.000,5028.000,11659.000,59.880,4.600,3.600,2.400,0.400,14201.400
2007-10-13,1926.728,125.204,238.765,5.701,969.000,3799.000,8463.000,59.880,4.600,3.600,2.400,0.400,18881.133
2007-10-14,2061.252,150.050,239.101,6.079,2930.000,7494.000,7126.000,59.880,4.600,3.600,2.400,0.400,16804.200
2007-10-15,1266.330,118.182,239.293,3.722,1061.000,339.000,7654.000,59.880,4.600,3.600,2.400,0.400,12051.500
2007-10-16,1964.442,185.414,238.863,5.823,0.000,7871.000,9876.000,59.880,4.600,3.600,2.400,0.400,14993.700
2007-10-17,1576.930,136.400,239.192,4.637,1065.000,453.000,8968.000,59.880,4.600,3.600,2.400,0.400,15796.167
2007-10-18,1518.530,122.500,239.800,4.434,1162.000,317.000,9864.000,59.880,4.600,3.600,2.400,0.400,13965.833
2007-10-19,2085.648,121.478,239.652,6.103,1299.000,3124.000,11648.000,59.880,4.600,3.600,2.400,0.400,18689.800
2007-10-20,1660.246,139.544,241.825,4.815,2363.000,296.000,13225.000,59.880,4.600,3.600,2.400,0.400,11786.767
2007-10-21,1941.940,154.028,241.491,5.702,3712.000,4357.000,7313.000,59.880,4.600,3.600,2.400,0.400,16983.667
2007-10-22,1652.896,116.410,240.545,4.806,0.000,299.000,13027.000,59.880,4.600,3.600,2.400,0.400,14222.267
2007-10-23,1954.648,127.484,241.232,5.712,1067.000,5186.000,10680.000,59.880,4.600,3.600,2.400,0.400,15644.467
2007-10-24,1865.636,146.782,240.808,5.473,4459.000,364.000,9115.000,59.880,4.600,3.600,2.400,0.400,17155.933
2007-10-25,1853.918,132.200,240.473,5.414,1478.000,2433.000,7385.000,59.880,4.600,3.600,2.400,0.400,19602.633
2007-10-26,1437.568,109.676,240.681,4.366,0.000,348.000,5766.000,59.880,4.600,3.600,2.400,0.400,17845.467
2007-10-27,1785.688,109.186,240.201,5.309,1374.000,4856.000,8949.000,59.880,4.600,3.600,2.400,0.400,14582.467
2007-10-28,512.158,92.298,240.866,1.485,0.000,283.000,1765.000,59.880,4.600,3.600,2.400,0.400,6487.967
2007-10-29,545.428,86.998,241.193,1.574,0.000,269.000,2749.000,59.880,4.600,3.600,2.400,0.400,6072.467
2007-10-30,811.008,89.840,240.626,2.351,0.000,1935.000,4256.000,59.880,4.600,3.600,2.400,0.400,7325.800
2007-10-31,1283.210,107.200,240.339,3.742,0.000,4700.000,8915.000,59.880,4.600,3.600,2.400,0.400,7771.833
2007-11-01,496.216,85.046,240.938,1.436,0.000,293.000,1991.000,37.750,8.000,2.833,0.000,0.000,5986.267
2007-11-02,1443.602,93.362,239.349,4.203,1346.000,2115.000,12245.000,37.750,8.000,2.833,0.000,0.000,8354.033
2007-11-03,492.550,88.124,240.191,1.434,0.000,282.000,1936.000,37.750,8.000,2.833,0.000,0.000,5991.167
2007-11-04,1485.686,138.802,240.206,4.384,0.000,4387.000,7068.000,37.750,8.000,2.833,0.000,0.000,13306.433
2007-11-05,1500.592,131.350,239.659,4.396,1265.000,397.000,6583.000,37.750,8.000,2.833,0.000,0.000,16764.867
2007-11-06,2082.378,200.526,238.702,6.150,1105.000,5515.000,10690.000,37.750,8.000,2.833,0.000,0.000,17396.300
2007-11-07,1844.758,193.520,239.565,5.481,5042.000,301.000,6374.000,37.750,8.000,2.833,0.000,0.000,19028.967
2007-11-08,1501.060,134.698,240.753,4.435,1715.000,314.000,6500.000,37.750,8.000,2.833,0.000,0.000,16488.667
2007-11-09,2171.226,113.242,238.715,6.367,0.000,4573.000,15375.000,37.750,8.000,2.833,0.000,0.000,16239.100
2007-11-10,2611.600,237.652,239.110,7.707,3697.000,304.000,13767.000,37.750,8.000,2.833,0.000,0.000,25758.667
2007-11-11,1887.124,185.610,240.260,5.541,3445.000,320.000,6024.000,37.750,8.000,2.833,0.000,0.000,21663.067
2007-11-12,2156.146,137.468,239.826,6.272,1018.000,4165.000,13281.000,37.750,8.000,2.833,0.000,0.000,17471.767
2007-11-13,2214.398,140.952,241.123,6.453,978.000,4933.000,11076.000,37.750,8.000,2.833,0.000,0.000,19919.633
2007-11-14,2047.994,141.590,239.946,5.941,1055.000,295.000,16345.000,37.750,8.000,2.833,0.000,0.000,16438.233
2007-11-15,1491.988,133.066,239.985,4.396,1606.000,571.000,7503.000,37.750,8.000,2.833,0.000,0.000,15186.467
2007-11-16,2309.754,123.978,240.984,6.718,1991.000,4660.000,13564.000,37.750,8.000,2.833,0.000,0.000,18280.900
2007-11-17,2610.094,168.030,240.603,7.599,2588.000,2199.000,14990.000,37.750,8.000,2.833,0.000,0.000,23724.567
2007-11-18,2183.858,161.762,242.260,6.348,5201.000,2097.000,7066.000,37.750,8.000,2.833,0.000,0.000,22033.633
2007-11-19,1723.654,112.030,242.766,5.006,1089.000,253.000,10750.000,37.750,8.000,2.833,0.000,0.000,16635.567
2007-11-20,2095.856,124.832,241.339,6.090,1015.000,3954.000,11026.000,37.750,8.000,2.833,0.000,0.000,18935.933
2007-11-21,1751.836,131.480,241.497,5.115,1139.000,549.000,9455.000,37.750,8.000,2.833,0.000,0.000,18054.267
2007-11-22,1932.378,143.108,241.565,5.656,2867.000,297.000,9001.000,37.750,8.000,2.833,0.000,0.000,20041.300
2007-11-23,2522.618,138.912,240.722,7.341,2168.000,6181.000,13685.000,37.750,8.000,2.833,0.000,0.000,20009.633
2007-11-24,1899.054,150.512,241.803,5.513,1573.000,4131.000,13451.000,37.750,8.000,2.833,0.000,0.000,12495.900
2007-11-25,1395.598,122.776,242.661,4.087,3556.000,279.000,5678.000,37.750,8.000,2.833,0.000,0.000,13746.967
2007-11-26,1569.716,117.050,241.116,4.601,1088.000,288.000,8926.000,37.750,8.000,2.833,0.000,0.000,15859.933
2007-11-27,2801.012,139.994,241.321,8.156,1063.000,11020.000,15111.000,37.750,8.000,2.833,0.000,0.000,19489.533
2007-11-28,1644.940,115.442,242.895,4.776,1182.000,769.000,7810.000,37.750,8.000,2.833,0.000,0.000,17654.667
2007-11-29,1719.230,118.710,242.731,5.018,2031.000,283.000,8818.000,37.750,8.000,2.833,0.000,0.000,17521.833
2007-11-30,2331.728,147.280,243.488,6.757,0.000,7941.000,13601.000,37.750,8.000,2.833,0.000,0.000,17320.133
2007-12-01,3134.942,288.892,240.266,9.192,9356.000,353.000,17847.000,53.283,9.167,4.333,1.167,0.000,24693.033
2007-12-02,2946.188,325.082,240.730,8.619,2090.000,6915.000,10636.000,53.283,9.167,4.333,1.167,0.000,29462.133
2007-12-03,1762.060,131.914,241.080,5.166,1141.000,299.000,10428.000,53.283,9.167,4.333,1.167,0.000,17499.667
2007-12-04,2067.636,145.016,241.536,6.045,1012.000,5828.000,8561.000,53.283,9.167,4.333,1.167,0.000,19059.600
2007-12-05,2153.120,178.398,241.228,6.348,3422.000,295.000,10919.000,53.283,9.167,4.333,1.167,0.000,21249.333
2007-12-06,2487.934,161.936,239.710,7.338,4751.000,318.000,11908.000,53.283,9.167,4.333,1.167,0.000,24488.567
2007-12-07,1769.016,147.640,240.671,5.158,459.000,3710.000,10263.000,53.283,9.167,4.333,1.167,0.000,15051.600
2007-12-08,2213.404,154.340,239.560,6.508,1133.000,2354.000,12283.000,53.283,9.167,4.333,1.167,0.000,21120.067
2007-12-09,2274.584,200.936,239.915,6.702,4176.000,2428.000,8728.000,53.283,9.167,4.333,1.167,0.000,22577.733
2007-12-10,1758.754,125.012,241.904,5.175,1102.000,278.000,8281.000,53.283,9.167,4.333,1.167,0.000,19651.567
2007-12-11,2305.104,133.698,241.460,6.712,1050.000,3817.000,12740.000,53.283,9.167,4.333,1.167,0.000,20811.400
2007-12-12,1588.062,116.886,242.476,4.591,1152.000,254.000,7759.000,53.283,9.167,4.333,1.167,0.000,17302.700
2007-12-13,1847.746,111.490,241.827,5.420,1103.000,1448.000,8911.000,53.283,9.167,4.333,1.167,0.000,19333.767
2007-12-14,1974.808,179.550,241.986,5.758,980.000,3849.000,12941.000,53.283,9.167,4.333,1.167,0.000,15143.467
2007-12-15,2736.876,157.626,241.281,7.980,1706.000,3687.000,14313.000,53.283,9.167,4.333,1.167,0.000,25908.600
2007-12-16,2762.218,126.938,242.685,7.992,3410.000,2281.000,12929.000,53.283,9.167,4.333,1.167,0.000,27416.967
2007-12-17,1797.066,105.098,242.626,5.189,1636.000,243.000,10567.000,53.283,9.167,4.333,1.167,0.000,17505.100
2007-12-18,2623.194,144.080,242.940,7.602,1123.000,5810.000,11093.000,53.283,9.167,4.333,1.167,0.000,25693.900
2007-12-19,2196.052,109.336,242.701,6.334,1233.000,2658.000,11679.000,53.283,9.167,4.333,1.167,0.000,21030.867
2007-12-20,1949.758,119.434,243.168,5.613,1859.000,276.000,13592.000,53.283,9.167,4.333,1.167,0.000,16768.967
2007-12-21,1982.576,106.470,242.882,5.714,1191.000,200.000,12251.000,53.283,9.167,4.333,1.167,0.000,19400.933
2007-12-22,2611.264,141.314,242.146,7.593,3819.000,4550.000,12673.000,53.283,9.167,4.333,1.167,0.000,22479.067
2007-12-23,2409.048,176.272,242.558,6.983,1971.000,3091.000,11962.000,53.283,9.167,4.333,1.167,0.000,23126.800
2007-12-24,2257.848,149.754,242.650,6.550,2985.000,2316.000,14350.000,53.283,9.167,4.333,1.167,0.000,17979.800
2007-12-25,2694.968,151.812,242.981,7.791,4588.000,3368.000,9084.000,53.283,9.167,4.333,1.167,0.000,27876.133
2007-12-26,2580.280,140.314,242.392,7.426,1109.000,2773.000,9480.000,53.283,9.167,4.333,1.167,0.000,29642.667
2007-12-27,2532.198,190.582,242.112,7.396,4122.000,1490.000,7960.000,53.283,9.167,4.333,1.167,0.000,28631.300
2007-12-28,3113.052,206.800,242.284,9.031,1980.000,8554.000,15823.000,53.283,9.167,4.333,1.167,0.000,25527.200
2007-12-29,3298.956,199.892,240.551,9.560,4836.000,2434.000,14906.000,53.283,9.167,4.333,1.167,0.000,32806.600
2007-12-30,2558.916,178.436,242.099,7.466,3595.000,3597.000,13485.000,53.283,9.167,4.333,1.167,0.000,21971.600
2007-12-31,2216.542,145.536,241.095,6.455,0.000,3457.000,14071.000,53.283,9.167,4.333,1.167,0.000,19414.367
2008-01-01,2759.738,142.508,241.037,7.979,2461.000,2739.000,12355.000,55.360,10.400,3.200,2.000,0.200,28440.633
2008-01-02,1644.106,111.666,242.417,4.770,0.000,3094.000,8987.000,55.360,10.400,3.200,2.000,0.200,15320.767
2008-01-03,1510.108,121.182,243.077,4.402,1130.000,846.000,6671.000,55.360,10.400,3.200,2.000,0.200,16521.467
2008-01-04,2291.852,136.706,241.273,6.715,1241.000,5326.000,11752.000,55.360,10.400,3.200,2.000,0.200,19878.533
2008-01-05,2183.248,129.464,238.823,6.447,2113.000,286.000,14591.000,55.360,10.400,3.200,2.000,0.200,19397.467
2008-01-06,1825.184,116.958,239.407,5.390,1966.000,2445.000,7824.000,55.360,10.400,3.200,2.000,0.200,18184.733
2008-01-07,1695.814,116.172,240.744,4.915,1288.000,282.000,10294.000,55.360,10.400,3.200,2.000,0.200,16399.567
2008-01-08,2043.550,127.452,240.822,5.990,2197.000,3511.000,9793.000,55.360,10.400,3.200,2.000,0.200,18558.167
2008-01-09,1788.440,125.336,241.259,5.232,1162.000,284.000,8963.000,55.360,10.400,3.200,2.000,0.200,19398.333
2008-01-10,1894.076,120.504,240.807,5.595,1307.000,285.000,9992.000,55.360,10.400,3.200,2.000,0.200,19983.933
2008-01-11,1705.818,95.484,240.410,4.963,1261.000,290.000,7997.000,55.360,10.400,3.200,2.000,0.200,18882.300
2008-01-12,2871.408,162.724,239.960,8.524,5594.000,2621.000,11116.000,55.360,10.400,3.200,2.000,0.200,28525.800
2008-01-13,2881.656,144.278,239.751,8.449,6505.000,340.000,9362.000,55.360,10.400,3.200,2.000,0.200,31820.600
2008-01-14,2024.932,120.110,240.299,6.015,5918.000,339.000,9738.000,55.360,10.400,3.200,2.000,0.200,17753.867
2008-01-15,2686.912,113.144,240.709,7.891,782.000,6883.000,14512.000,55.360,10.400,3.200,2.000,0.200,22604.867
2008-01-16,2135.852,128.930,240.422,6.320,1162.000,3430.000,9391.000,55.360,10.400,3.200,2.000,0.200,21614.533
2008-01-17,1572.282,116.718,241.628,4.645,1007.000,350.000,8657.000,55.360,10.400,3.200,2.000,0.200,16190.700
2008-01-18,2186.988,119.290,239.933,6.432,1034.000,846.000,14983.000,55.360,10.400,3.200,2.000,0.200,19586.800
2008-01-19,1980.306,134.982,239.606,5.829,2521.000,6054.000,8015.000,55.360,10.400,3.200,2.000,0.200,16415.100
2008-01-20,1740.368,138.614,239.945,5.149,1775.000,380.000,4940.000,55.360,10.400,3.200,2.000,0.200,21911.133
2008-01-21,1858.998,122.400,239.565,5.519,0.000,376.000,10447.000,55.360,10.400,3.200,2.000,0.200,20160.300
2008-01-22,2325.018,143.462,240.095,6.929,4670.000,7640.000,7552.000,55.360,10.400,3.200,2.000,0.200,18888.300
2008-01-23,1882.308,107.984,240.907,5.520,1116.000,387.000,13359.000,55.360,10.400,3.200,2.000,0.200,16509.800
2008-01-24,1645.022,104.306,240.779,4.888,1107.000,320.000,5935.000,55.360,10.400,3.200,2.000,0.200,20055.033
2008-01-25,2239.856,119.626,240.705,6.544,0.000,2421.000,11409.000,55.360,10.400,3.200,2.000,0.200,23500.933
2008-01-26,2834.988,168.422,239.760,8.367,4925.000,311.000,15606.000,55.360,10.400,3.200,2.000,0.200,26407.800
2008-01-27,2381.766,140.758,241.304,6.985,3725.000,3818.000,7367.000,55.360,10.400,3.200,2.000,0.200,24786.100
2008-01-28,2308.196,107.836,240.467,6.770,1142.000,280.000,12792.000,55.360,10.400,3.200,2.000,0.200,24255.933
2008-01-29,2676.024,117.176,240.623,7.842,1487.000,6199.000,11077.000,55.360,10.400,3.200,2.000,0.200,25837.400
2008-01-30,1640.646,116.470,241.615,4.826,0.000,261.000,7261.000,55.360,10.400,3.200,2.000,0.200,19822.100
2008-01-31,1953.922,137.576,241.886,5.793,1165.000,267.000,9437.000,55.360,10.400,3.200,2.000,0.200,21696.367
2008-02-01,1534.652,179.250,240.360,4.518,336.000,280.000,7241.000,27.933,7.833,1.667,0.833,0.000,17720.533
2008-02-02,2936.034,230.968,240.291,8.649,6247.000,2764.000,15188.000,27.933,7.833,1.667,0.833,0.000,24734.900
2008-02-03,2084.568,153.708,240.341,6.136,2319.000,4435.000,8452.000,27.933,7.833,1.667,0.833,0.000,19536.800
2008-02-04,1628.138,104.034,240.255,4.777,1161.000,252.000,9531.000,27.933,7.833,1.667,0.833,0.000,16191.633
2008-02-05,2472.456,152.786,240.977,7.211,1098.000,7803.000,13717.000,27.933,7.833,1.667,0.833,0.000,18589.600
2008-02-06,1669.540,114.260,238.414,4.934,2114.000,356.000,8428.000,27.933,7.833,1.667,0.833,0.000,16927.667
2008-02-07,1518.310,108.706,241.071,4.439,0.000,295.000,8089.000,27.933,7.833,1.667,0.833,0.000,16921.167
2008-02-08,1950.564,119.094,240.433,5.747,940.000,1921.000,9563.000,27.933,7.833,1.667,0.833,0.000,20085.400
2008-02-09,2102.276,144.528,241.765,6.090,2050.000,2838.000,10293.000,27.933,7.833,1.667,0.833,0.000,19856.933
2008-02-10,2184.714,151.736,241.275,6.397,2562.000,2955.000,10128.000,27.933,7.833,1.667,0.833,0.000,20766.900
2008-02-11,1692.016,102.246,241.692,4.932,1018.000,297.000,8930.000,27.933,7.833,1.667,0.833,0.000,17955.267
2008-02-12,1987.798,130.946,239.509,5.847,2009.000,1856.000,12138.000,27.933,7.833,1.667,0.833,0.000,17126.967
2008-02-13,1900.498,128.478,241.203,5.580,2530.000,3615.000,7568.000,27.933,7.833,1.667,0.833,0.000,17961.967
2008-02-14,1604.622,113.646,240.765,4.684,1300.000,291.000,9299.000,27.933,7.833,1.667,0.833,0.000,15853.700
2008-02-15,2005.208,107.952,241.891,5.781,1109.000,1723.000,13417.000,27.933,7.833,1.667,0.833,0.000,17171.133
2008-02-16,2346.948,138.994,241.088,6.894,1076.000,2360.000,11599.000,27.933,7.833,1.667,0.833,0.000,24080.800
2008-02-17,1933.368,120.076,242.470,5.654,3182.000,2257.000,6049.000,27.933,7.833,1.667,0.833,0.000,20734.800
2008-02-18,1514.404,101.972,242.064,4.376,0.000,251.000,10345.000,27.933,7.833,1.667,0.833,0.000,14644.067
2008-02-19,2126.916,137.568,241.010,6.220,1881.000,4711.000,11200.000,27.933,7.833,1.667,0.833,0.000,17656.600
2008-02-20,2253.790,190.268,241.670,6.608,3655.000,5516.000,7704.000,27.933,7.833,1.667,0.833,0.000,20688.167
2008-02-21,1633.850,112.274,240.750,4.788,0.000,307.000,8523.000,27.933,7.833,1.667,0.833,0.000,18400.833
2008-02-22,1732.564,121.688,241.436,5.055,1167.000,1985.000,10101.000,27.933,7.833,1.667,0.833,0.000,15623.067
2008-02-23,1833.970,132.504,239.673,5.412,1684.000,2250.000,10040.000,27.933,7.833,1.667,0.833,0.000,16592.167
2008-02-24,1263.008,107.332,240.378,3.639,754.000,332.000,11447.000,27.933,7.833,1.667,0.833,0.000,8517.133
2008-02-25,504.488,91.720,239.776,1.456,0.000,321.000,1856.000,27.933,7.833,1.667,0.833,0.000,6231.133
2008-02-26,507.120,84.590,239.533,1.459,0.000,295.000,2013.000,27.933,7.833,1.667,0.833,0.000,6144.000
2008-02-27,566.720,86.168,239.554,1.634,0.000,326.000,2969.000,27.933,7.833,1.667,0.833,0.000,6150.333
2008-02-28,509.184,83.248,239.804,1.467,0.000,281.000,2028.000,27.933,7.833,1.667,0.833,0.000,6177.400
